,timestep,signal,consumption
0,20000.0,49130.36405764333,48000.0
1,20004.0,42574.15092051695,48000.0
2,20008.0,38918.706115782596,36000.0
3,20012.0,42855.09578157681,54000.0
4,20016.0,46846.652970715775,54000.0
5,20020.0,53346.44902939119,48000.0
6,20024.0,54224.37323532963,54000.0
7,20028.0,60253.48889189524,54000.0
8,20032.0,65047.84537564414,54000.0
9,20036.0,47928.37904932327,54000.0
10,20040.0,51397.589949120564,54000.0
11,20044.0,44396.1022826078,42000.0
12,20048.0,31675.96794629086,54000.0
13,20052.0,31790.008877313274,30000.0
14,20056.0,48126.93989949906,30000.0
15,20060.0,47403.76550197721,72000.0
16,20064.0,51719.19183399581,48000.0
17,20068.0,61186.52183187381,48000.0
18,20072.0,59759.1437256658,60000.0
19,20076.0,48934.86484280108,54000.0
20,20080.0,47973.672791437675,48000.0
21,20084.0,45335.86089114002,54000.0
22,20088.0,53788.19888101579,54000.0
23,20092.0,59111.253777099955,48000.0
24,20096.0,59689.58543295121,54000.0
25,20100.0,42994.73435588709,30000.0
26,20104.0,29354.956307585326,24000.0
27,20108.0,26642.07449080361,30000.0
28,20112.0,37317.48089381399,24000.0
29,20116.0,43072.71376365331,54000.0
30,20120.0,48340.34062117633,54000.0
31,20124.0,54366.78174474131,48000.0
32,20128.0,51699.71793843366,60000.0
33,20132.0,45535.876156532846,54000.0
34,20136.0,47233.61611561157,48000.0
35,20140.0,49243.15153076404,60000.0
36,20144.0,48180.28346350621,54000.0
37,20148.0,48529.005266293214,54000.0
38,20152.0,46236.93383747872,60000.0
39,20156.0,40704.51536096914,42000.0
40,20160.0,47833.55008049373,36000.0
41,20164.0,51570.47461714535,60000.0
42,20168.0,46804.93256055135,54000.0
43,20172.0,54440.103383401336,36000.0
44,20176.0,49066.22928355119,60000.0
45,20180.0,50260.877083110056,54000.0
46,20184.0,45205.26202218133,30000.0
47,20188.0,41603.722049547134,60000.0
48,20192.0,36522.93437787001,42000.0
49,20196.0,46671.66662857997,36000.0
50,20200.0,50301.9387713885,60000.0
51,20204.0,59956.28728145205,54000.0
52,20208.0,67653.63404804163,54000.0
53,20212.0,61320.260421902145,60000.0
54,20216.0,56714.2561086328,54000.0
55,20220.0,44945.972763806516,48000.0
56,20224.0,43409.56841083081,60000.0
57,20228.0,48010.674980785225,30000.0
58,20232.0,48507.2918478866,48000.0
59,20236.0,45664.41709731347,60000.0
60,20240.0,46676.31822734051,42000.0
61,20244.0,49291.96546531159,48000.0
62,20248.0,35309.152771063826,60000.0
63,20252.0,32638.70083493806,36000.0
64,20256.0,40241.11036234286,30000.0
65,20260.0,51570.78557046639,42000.0
66,20264.0,59522.72741623957,54000.0
67,20268.0,64324.252441961544,60000.0
68,20272.0,60511.71455062564,60000.0
69,20276.0,49622.85852198946,54000.0
70,20280.0,44187.236363889606,54000.0
71,20284.0,37875.28260931004,36000.0
72,20288.0,30803.184809027196,18000.0
73,20292.0,30813.373754252378,42000.0
74,20296.0,36140.26421675382,54000.0
75,20300.0,52027.37457881385,54000.0
76,20304.0,59131.93762438105,48000.0
77,20308.0,60578.3573981705,60000.0
78,20312.0,59691.54609529811,72000.0
79,20316.0,54388.362216314636,54000.0
80,20320.0,46314.57975361152,42000.0
81,20324.0,41744.08776738846,48000.0
82,20328.0,40729.18281665824,48000.0
83,20332.0,48575.65085423182,42000.0
84,20336.0,50157.39393203296,54000.0
85,20340.0,47024.65435667485,54000.0
86,20344.0,46393.41899860682,42000.0
87,20348.0,46980.341200802766,36000.0
