,timestep,signal,consumption
0,20000.0,991093.9907129427,930000.0
1,20001.0,992882.5147239198,972000.0
2,20002.0,991729.2776362516,948000.0
3,20003.0,923513.8400757211,984000.0
4,20004.0,904295.0906700138,996000.0
5,20005.0,875893.2886397104,936000.0
6,20006.0,855831.585289568,972000.0
7,20007.0,922816.3204219149,918000.0
8,20008.0,986052.0361950379,930000.0
9,20009.0,1075453.497516699,948000.0
10,20010.0,1179040.7264773794,1026000.0
11,20011.0,1229621.1344167471,1056000.0
12,20012.0,1256396.5429488933,1050000.0
13,20013.0,1241530.211747891,1122000.0
14,20014.0,1256950.7963048988,1134000.0
15,20015.0,1220362.5137231485,1200000.0
16,20016.0,1158069.5125216877,1224000.0
17,20017.0,1115926.2840674852,1170000.0
18,20018.0,1040188.835316006,1098000.0
19,20019.0,979468.8170074382,1044000.0
20,20020.0,935618.7506581281,960000.0
21,20021.0,893296.6595719644,924000.0
22,20022.0,838626.7708053227,942000.0
23,20023.0,781018.9777773684,840000.0
24,20024.0,728528.7288347352,768000.0
25,20025.0,705782.2357798102,816000.0
26,20026.0,679704.739286168,786000.0
27,20027.0,701072.7939062495,792000.0
28,20028.0,689093.5749919534,792000.0
29,20029.0,662639.0753038367,768000.0
30,20030.0,653157.485399215,720000.0
31,20031.0,632949.4309435246,648000.0
32,20032.0,661282.1110311958,624000.0
33,20033.0,737559.6746002836,702000.0
34,20034.0,876829.7999226301,702000.0
35,20035.0,970965.4451954188,750000.0
36,20036.0,984515.6804792085,882000.0
37,20037.0,991849.2529021787,1026000.0
38,20038.0,985708.1126967082,1068000.0
39,20039.0,975095.5460716253,1098000.0
40,20040.0,1002644.1016307038,1086000.0
41,20041.0,1039221.1607139043,1086000.0
42,20042.0,1045182.4600848469,1086000.0
43,20043.0,1069998.922127858,1050000.0
44,20044.0,1059650.2163350242,1128000.0
45,20045.0,1041257.5674119686,1104000.0
46,20046.0,1036344.4255794769,1020000.0
47,20047.0,1038317.850735262,1008000.0
48,20048.0,1027993.8103083386,978000.0
49,20049.0,937057.6779262092,1038000.0
50,20050.0,851015.7103542131,1080000.0
51,20051.0,823147.1935939514,1056000.0
52,20052.0,767439.9119076781,954000.0
53,20053.0,793676.7922104329,912000.0
54,20054.0,830704.1356608932,864000.0
55,20055.0,876720.1424796365,798000.0
56,20056.0,947425.5959418515,858000.0
57,20057.0,967198.985863135,852000.0
58,20058.0,941641.1448686247,888000.0
59,20059.0,975095.5460716253,912000.0
60,20060.0,983816.4288178046,930000.0
61,20061.0,999779.4759029183,1008000.0
62,20062.0,1076610.488450287,1080000.0
63,20063.0,1110264.7968702037,1170000.0
64,20064.0,1109744.9162547025,1152000.0
65,20065.0,1139153.815283397,1140000.0
66,20066.0,1148903.3413172096,1080000.0
67,20067.0,1102548.2888444269,1032000.0
68,20068.0,1028791.2461069577,1068000.0
69,20069.0,957760.5804227726,1038000.0
70,20070.0,849274.3422781358,1038000.0
71,20071.0,726542.4828712848,960000.0
72,20072.0,683640.2842694512,894000.0
73,20073.0,730134.1386687761,852000.0
74,20074.0,773723.1232679657,816000.0
75,20075.0,862546.9555911685,834000.0
76,20076.0,957676.5851971868,816000.0
77,20077.0,951481.7452143468,894000.0
78,20078.0,930470.4114287102,924000.0
79,20079.0,975095.5460716253,876000.0
80,20080.0,1005397.4939504839,948000.0
81,20081.0,1009388.4312342602,1020000.0
82,20082.0,1072519.573743464,1026000.0
83,20083.0,1090100.8330017002,1098000.0
84,20084.0,1143578.4163161083,1146000.0
85,20085.0,1198540.8338336116,1140000.0
86,20086.0,1231503.8488560286,1194000.0
87,20087.0,1283251.9845021423,1194000.0
88,20088.0,1284185.190115017,1170000.0
89,20089.0,1314845.4142411118,1236000.0
90,20090.0,1341633.9755413644,1212000.0
91,20091.0,1290973.694643921,1206000.0
92,20092.0,1258873.6059557847,1248000.0
93,20093.0,1181254.6853912624,1206000.0
94,20094.0,1105032.8520992117,1200000.0
95,20095.0,1013107.8292505578,1128000.0
96,20096.0,957400.2595788073,1044000.0
97,20097.0,951185.0237967907,984000.0
98,20098.0,978451.0161912951,936000.0
99,20099.0,962354.3596141415,936000.0
100,20100.0,964677.3489126214,876000.0
101,20101.0,989983.5550955788,876000.0
102,20102.0,1008145.0854781128,930000.0
103,20103.0,1005295.3277894162,924000.0
104,20104.0,1023126.7099250647,954000.0
105,20105.0,1041187.0844893606,984000.0
106,20106.0,1010465.0955698794,996000.0
107,20107.0,939596.6504657902,996000.0
108,20108.0,891971.5862489716,948000.0
109,20109.0,903108.046978627,900000.0
110,20110.0,874931.5991939093,894000.0
111,20111.0,832987.2258616404,906000.0
112,20112.0,851597.8579955839,852000.0
113,20113.0,834174.1896596024,870000.0
114,20114.0,842365.851519896,858000.0
115,20115.0,901570.9348564155,852000.0
116,20116.0,955779.4997715232,924000.0
117,20117.0,938104.7851614624,918000.0
118,20118.0,980424.8436825203,930000.0
119,20119.0,962354.3596141415,1008000.0
120,20120.0,940076.2156909106,990000.0
121,20121.0,980750.1106841664,966000.0
122,20122.0,1035660.6831848184,996000.0
123,20123.0,1032576.176133617,1050000.0
124,20124.0,994199.4917224727,1020000.0
125,20125.0,912725.154197069,1014000.0
126,20126.0,871078.777155827,966000.0
127,20127.0,929550.6520366103,924000.0
128,20128.0,1002260.4682338785,990000.0
129,20129.0,1029737.058767895,954000.0
130,20130.0,1070920.4043573954,960000.0
131,20131.0,1143466.6315812108,1032000.0
132,20132.0,1137904.518574295,1032000.0
133,20133.0,1105726.5797983422,1014000.0
134,20134.0,1081365.9524177667,1068000.0
135,20135.0,1050432.5733844554,1104000.0
136,20136.0,1009736.9673450415,1068000.0
137,20137.0,1012553.7757020044,1056000.0
138,20138.0,984140.6286279007,1014000.0
139,20139.0,962354.3596141415,954000.0
140,20140.0,933557.9771433133,1038000.0
141,20141.0,929363.4815285694,984000.0
142,20142.0,974996.1123682762,912000.0
143,20143.0,961601.2688630196,960000.0
