,timestep,signal,consumption
0,20000.0,50345.75573938661,48000.0
1,20001.0,52764.02246341867,48000.0
2,20002.0,56549.9984347354,54000.0
3,20003.0,58456.442840378746,60000.0
4,20004.0,56448.42133201011,54000.0
5,20005.0,51943.73646641099,48000.0
6,20006.0,47426.6563007338,54000.0
7,20007.0,44944.5440368505,48000.0
8,20008.0,43564.604617628676,48000.0
9,20009.0,42312.3905403073,54000.0
10,20010.0,40906.16818042649,60000.0
11,20011.0,38336.73589875149,54000.0
12,20012.0,35958.47426093475,48000.0
13,20013.0,35083.84153140371,42000.0
14,20014.0,38677.44818996304,48000.0
15,20015.0,44231.29456590269,54000.0
16,20016.0,45312.641819631775,42000.0
17,20017.0,44685.466057137346,48000.0
18,20018.0,44801.902253016415,54000.0
19,20019.0,48388.07111427314,48000.0
20,20020.0,52129.336234985385,48000.0
21,20021.0,55433.36602120925,54000.0
22,20022.0,58590.061601741734,60000.0
23,20023.0,61762.55869287906,54000.0
24,20024.0,61649.71582595029,48000.0
25,20025.0,60507.03916114679,48000.0
26,20026.0,62292.4630319708,54000.0
27,20027.0,64599.54340280627,54000.0
28,20028.0,65434.517220227,48000.0
29,20029.0,65235.95306530781,54000.0
30,20030.0,64480.66037973485,60000.0
31,20031.0,62886.527233313005,54000.0
32,20032.0,62420.708290601964,54000.0
33,20033.0,61177.88879575448,54000.0
34,20034.0,58160.4305096394,60000.0
35,20035.0,56907.5373000202,54000.0
36,20036.0,55245.61740250133,42000.0
37,20037.0,52856.538656514196,48000.0
38,20038.0,51180.04767929908,48000.0
39,20039.0,47978.083195892665,48000.0
40,20040.0,43865.53172361954,36000.0
41,20041.0,43163.966905455425,42000.0
42,20042.0,42714.49608744064,42000.0
43,20043.0,41470.193735256835,48000.0
44,20044.0,40976.0126274713,48000.0
45,20045.0,40241.715817521595,42000.0
46,20046.0,40670.03523240372,54000.0
47,20047.0,42467.54416835466,42000.0
48,20048.0,43387.07705971746,42000.0
49,20049.0,43025.369159755486,48000.0
50,20050.0,41871.25223569947,48000.0
51,20051.0,40412.46192240049,54000.0
52,20052.0,39563.79052575301,48000.0
53,20053.0,39572.32862143241,48000.0
54,20054.0,41708.833204643146,36000.0
55,20055.0,45931.81514325161,48000.0
56,20056.0,48337.514596598,54000.0
57,20057.0,49208.615063446916,60000.0
58,20058.0,47704.310484280315,60000.0
59,20059.0,47978.083195892665,48000.0
60,20060.0,47243.33775662377,54000.0
61,20061.0,43961.46025083509,48000.0
62,20062.0,41819.53523102922,48000.0
63,20063.0,40352.018167752554,54000.0
64,20064.0,40340.79072618159,60000.0
65,20065.0,39802.6660540443,54000.0
66,20066.0,37063.994433787164,48000.0
67,20067.0,34675.4297797486,48000.0
68,20068.0,34901.93389036614,42000.0
69,20069.0,37440.78552831013,36000.0
70,20070.0,42312.355964198774,42000.0
71,20071.0,43718.0101272772,42000.0
72,20072.0,43004.06083245537,48000.0
73,20073.0,43388.186168036955,42000.0
74,20074.0,45063.0011218126,48000.0
75,20075.0,45939.90668028362,54000.0
76,20076.0,46674.38907937594,48000.0
77,20077.0,47851.68674450053,48000.0
78,20078.0,48007.091149552776,48000.0
79,20079.0,47978.083195892665,60000.0
80,20080.0,48234.8744013579,48000.0
81,20081.0,48652.788132393594,54000.0
82,20082.0,50812.14599230808,54000.0
83,20083.0,53602.42642120845,54000.0
84,20084.0,55554.5042621653,48000.0
85,20085.0,56922.02119475173,48000.0
86,20086.0,56203.894597563136,48000.0
87,20087.0,53176.79062030894,54000.0
88,20088.0,50341.24595355845,54000.0
89,20089.0,47531.28222146455,54000.0
90,20090.0,44201.70611919396,54000.0
91,20091.0,41913.936203683865,48000.0
92,20092.0,40785.41323742393,42000.0
93,20093.0,39170.239150041954,42000.0
94,20094.0,39202.46172140559,42000.0
95,20095.0,39853.685801303414,42000.0
96,20096.0,41935.04873367853,48000.0
97,20097.0,45873.1732028106,42000.0
98,20098.0,47947.461811352936,48000.0
99,20099.0,48227.21571518635,54000.0
100,20100.0,49290.26967552264,54000.0
101,20101.0,52475.13445930285,54000.0
102,20102.0,58475.88941776159,54000.0
103,20103.0,61099.07256101004,54000.0
104,20104.0,63544.817513825255,60000.0
105,20105.0,65511.27369731487,60000.0
106,20106.0,64251.62939728095,60000.0
107,20107.0,62722.46875061809,54000.0
108,20108.0,62148.00801926514,60000.0
109,20109.0,63350.63300726241,54000.0
110,20110.0,62748.59230614278,60000.0
111,20111.0,60545.8700532385,60000.0
112,20112.0,57304.98344786874,54000.0
113,20113.0,53601.43056355662,54000.0
114,20114.0,51053.12531891549,48000.0
115,20115.0,50767.37066535545,48000.0
116,20116.0,51100.73073430228,48000.0
117,20117.0,51698.51339628179,54000.0
118,20118.0,49406.03503676217,42000.0
119,20119.0,48227.21571518635,42000.0
120,20120.0,46310.46248212887,42000.0
121,20121.0,44516.508716903074,42000.0
122,20122.0,46079.686263688876,48000.0
123,20123.0,45750.668180429144,54000.0
124,20124.0,43049.81418952586,54000.0
125,20125.0,40340.973205566814,48000.0
126,20126.0,40085.06932623076,42000.0
127,20127.0,38774.02928807325,42000.0
128,20128.0,40071.321117527725,42000.0
129,20129.0,41384.58873574273,36000.0
130,20130.0,42616.60110037312,36000.0
131,20131.0,43639.890834741396,42000.0
132,20132.0,42190.7641438331,48000.0
133,20133.0,45643.705597772285,48000.0
134,20134.0,48174.76839989916,54000.0
135,20135.0,49910.817190689275,54000.0
136,20136.0,52571.618113796656,54000.0
137,20137.0,53389.7210328223,54000.0
138,20138.0,52561.82691640228,54000.0
139,20139.0,48227.21571518635,60000.0
140,20140.0,43169.22497642473,54000.0
141,20141.0,41839.71846062978,42000.0
142,20142.0,42127.06305342979,42000.0
143,20143.0,43335.72383608787,42000.0
144,20144.0,41968.36056861533,42000.0
145,20145.0,41379.17708225754,42000.0
146,20146.0,41174.11518176548,48000.0
147,20147.0,40620.30491281172,54000.0
148,20148.0,40014.19692215169,54000.0
149,20149.0,41162.34718424112,54000.0
150,20150.0,42958.67075933811,48000.0
151,20151.0,42287.35796750085,54000.0
152,20152.0,41661.8566574181,54000.0
153,20153.0,41401.384016045566,42000.0
154,20154.0,41237.35332311091,36000.0
155,20155.0,42964.82633685547,48000.0
156,20156.0,43726.45896694417,42000.0
157,20157.0,43174.30737399068,48000.0
158,20158.0,46158.062671462976,48000.0
159,20159.0,48227.21571518635,54000.0
160,20160.0,50095.2238788649,60000.0
161,20161.0,53451.4872763704,54000.0
162,20162.0,54749.03203484422,54000.0
163,20163.0,54755.00532037558,60000.0
164,20164.0,55993.472339567576,60000.0
165,20165.0,56954.593955902514,48000.0
166,20166.0,56177.85807983599,48000.0
167,20167.0,53000.67169244279,48000.0
168,20168.0,50366.613765056776,48000.0
169,20169.0,50177.12189983074,48000.0
170,20170.0,48749.04512150835,48000.0
171,20171.0,46737.55187735544,60000.0
172,20172.0,47471.42221566045,54000.0
173,20173.0,49735.41920961027,48000.0
174,20174.0,49999.05090747545,60000.0
175,20175.0,50038.58645600757,54000.0
176,20176.0,50432.561696578414,54000.0
177,20177.0,49530.58690690176,48000.0
178,20178.0,49399.655946821775,48000.0
179,20179.0,47239.42374995055,48000.0
180,20180.0,45258.61203004638,48000.0
181,20181.0,43029.4399968502,42000.0
182,20182.0,41085.74203102468,42000.0
183,20183.0,38118.054724663125,48000.0
184,20184.0,37093.05776915855,48000.0
185,20185.0,37577.498258230684,48000.0
186,20186.0,37347.448918411916,48000.0
187,20187.0,38098.85987981508,48000.0
188,20188.0,38038.40751847667,48000.0
189,20189.0,39954.464727102575,36000.0
190,20190.0,42355.04118650165,36000.0
191,20191.0,44311.28702747253,42000.0
192,20192.0,46857.26345930223,48000.0
193,20193.0,46757.43422154934,54000.0
194,20194.0,48498.85250711385,48000.0
195,20195.0,49494.17651210898,54000.0
196,20196.0,46782.193055954136,60000.0
197,20197.0,46557.667762164485,48000.0
198,20198.0,45554.53007093848,48000.0
199,20199.0,47239.42374995055,54000.0
200,20200.0,47851.092949380465,60000.0
201,20201.0,44962.796689649,48000.0
202,20202.0,45218.9902405965,36000.0
203,20203.0,43189.862845360476,30000.0
204,20204.0,45301.9497575335,36000.0
205,20205.0,49131.62079963321,36000.0
206,20206.0,48524.711259402786,48000.0
207,20207.0,48103.6161610634,60000.0
208,20208.0,47339.97064446164,54000.0
209,20209.0,50011.56186246801,54000.0
210,20210.0,52657.544567359546,48000.0
211,20211.0,54796.26674661267,54000.0
212,20212.0,53818.28729793003,66000.0
213,20213.0,50920.91941462396,60000.0
214,20214.0,50965.46006098458,48000.0
215,20215.0,51316.91135945597,54000.0
216,20216.0,49530.365572961586,48000.0
217,20217.0,47286.928208101715,48000.0
218,20218.0,46552.76351244442,54000.0
219,20219.0,47239.42374995055,54000.0
220,20220.0,47151.46211455365,60000.0
221,20221.0,46469.25114059703,54000.0
222,20222.0,45935.86844016946,48000.0
223,20223.0,49348.847405072425,48000.0
224,20224.0,50637.92613899957,60000.0
225,20225.0,51258.76827169167,48000.0
226,20226.0,51205.72521122836,48000.0
227,20227.0,48872.93816682328,42000.0
228,20228.0,46887.16365268798,48000.0
229,20229.0,46272.60244456032,48000.0
230,20230.0,44892.003408135664,48000.0
231,20231.0,41723.89153591411,42000.0
232,20232.0,39478.78786981764,36000.0
233,20233.0,38306.89289588437,30000.0
234,20234.0,37724.62343218355,30000.0
235,20235.0,39412.17021302331,30000.0
236,20236.0,41688.252773728294,24000.0
237,20237.0,42377.6171166654,42000.0
238,20238.0,44960.16074393369,36000.0
239,20239.0,47239.42374995055,42000.0
240,20240.0,49815.48886996933,48000.0
241,20241.0,54426.69511779637,54000.0
242,20242.0,57154.77524809154,60000.0
243,20243.0,61157.011773869366,66000.0
244,20244.0,61584.13721097504,66000.0
245,20245.0,60780.1166590207,72000.0
246,20246.0,61678.7799070843,66000.0
247,20247.0,61978.64428412178,54000.0
248,20248.0,60328.35721797799,60000.0
249,20249.0,58926.67624824112,54000.0
250,20250.0,57096.72362959776,54000.0
251,20251.0,56599.367374082016,54000.0
252,20252.0,55875.05236817166,60000.0
253,20253.0,55305.330839168164,60000.0
254,20254.0,51541.940885747914,54000.0
255,20255.0,48244.452517061596,54000.0
256,20256.0,49138.269279280365,54000.0
257,20257.0,51030.86266224923,48000.0
258,20258.0,50229.68772797945,48000.0
259,20259.0,47263.91931600672,48000.0
260,20260.0,44520.82733777451,42000.0
261,20261.0,42746.833270712305,42000.0
262,20262.0,43378.962291074175,36000.0
263,20263.0,46241.76723685973,42000.0
264,20264.0,47149.40931979818,48000.0
265,20265.0,48531.78320323654,48000.0
266,20266.0,50034.85808779511,48000.0
267,20267.0,50507.601133881064,42000.0
268,20268.0,49360.7180751589,36000.0
269,20269.0,45634.850183104885,48000.0
270,20270.0,41544.10006678791,48000.0
271,20271.0,40209.71503680837,48000.0
272,20272.0,39233.37971193634,42000.0
273,20273.0,39310.7565802892,48000.0
274,20274.0,38603.03209599668,42000.0
275,20275.0,37634.35663470864,36000.0
276,20276.0,41998.85785248158,42000.0
277,20277.0,46967.40634953801,42000.0
278,20278.0,47824.62117380878,54000.0
279,20279.0,47263.91931600672,42000.0
280,20280.0,46975.44392959317,42000.0
281,20281.0,48865.380082888936,42000.0
282,20282.0,53708.54125556282,48000.0
283,20283.0,55255.135931543795,54000.0
284,20284.0,54293.51397225683,54000.0
285,20285.0,52256.54143593049,60000.0
286,20286.0,48921.85564546315,54000.0
287,20287.0,47305.65637589187,54000.0
288,20288.0,46342.939797657025,48000.0
289,20289.0,45360.11825695946,48000.0
290,20290.0,44160.51396397554,48000.0
291,20291.0,42777.79121721177,48000.0
292,20292.0,40963.322609170675,48000.0
293,20293.0,39087.204444532865,42000.0
294,20294.0,40042.66019427019,36000.0
295,20295.0,41698.4305905404,30000.0
296,20296.0,41917.82773540676,36000.0
297,20297.0,43773.5276105611,48000.0
298,20298.0,44234.01651512864,54000.0
299,20299.0,47263.91931600672,42000.0
300,20300.0,49717.768526982516,54000.0
301,20301.0,50688.10258813369,48000.0
302,20302.0,50830.47135174427,54000.0
303,20303.0,47857.13916286613,48000.0
304,20304.0,44120.865786239054,48000.0
305,20305.0,40673.288476635564,48000.0
306,20306.0,37171.87021488516,48000.0
307,20307.0,38886.60209725698,42000.0
308,20308.0,41816.32781392031,42000.0
309,20309.0,44263.937264870554,54000.0
310,20310.0,47220.16500604151,42000.0
311,20311.0,49632.57711869334,54000.0
312,20312.0,50293.392021598076,54000.0
313,20313.0,50663.5864225678,48000.0
314,20314.0,50063.2742414862,54000.0
315,20315.0,47716.84247024008,60000.0
316,20316.0,46939.75388964944,54000.0
317,20317.0,46396.16408841956,48000.0
318,20318.0,47333.004646171416,48000.0
319,20319.0,47263.91931600672,42000.0
320,20320.0,48855.05741649097,42000.0
321,20321.0,50994.34656896182,48000.0
322,20322.0,49647.74482004756,48000.0
323,20323.0,50130.93828636267,48000.0
324,20324.0,52663.52510357068,54000.0
325,20325.0,53859.320699721095,48000.0
326,20326.0,52922.284531145066,54000.0
327,20327.0,49526.61165048209,60000.0
328,20328.0,47798.51127986261,48000.0
329,20329.0,47999.550807402804,48000.0
330,20330.0,48166.26891274741,48000.0
331,20331.0,45612.94093544732,42000.0
332,20332.0,43410.7005992513,42000.0
333,20333.0,41275.000349347865,54000.0
334,20334.0,42104.99635922888,48000.0
335,20335.0,44240.74994644366,48000.0
336,20336.0,44892.16587394179,54000.0
337,20337.0,44900.91856491107,48000.0
338,20338.0,46416.579800302694,54000.0
339,20339.0,47900.42025436816,60000.0
340,20340.0,47882.28348604378,54000.0
341,20341.0,49483.68753175301,48000.0
342,20342.0,49368.3564646107,48000.0
343,20343.0,49384.40393809781,42000.0
344,20344.0,47264.5996598528,42000.0
345,20345.0,47767.589928906295,42000.0
346,20346.0,48377.60724968894,48000.0
347,20347.0,49336.57872678433,48000.0
348,20348.0,50040.401924676255,54000.0
349,20349.0,52994.14404761232,48000.0
350,20350.0,54892.52670060419,54000.0
351,20351.0,53369.640620364415,60000.0
352,20352.0,53296.867825007954,60000.0
353,20353.0,53122.37114619098,48000.0
354,20354.0,56339.70271614738,48000.0
355,20355.0,57203.77421759261,54000.0
356,20356.0,54100.638852707605,42000.0
357,20357.0,50016.83011881056,54000.0
358,20358.0,48572.35351484844,48000.0
359,20359.0,47900.42025436816,48000.0
360,20360.0,47091.82378545868,54000.0
361,20361.0,46403.90292052155,48000.0
362,20362.0,45660.98754629612,48000.0
363,20363.0,44763.8455504353,60000.0
364,20364.0,44199.35799748318,54000.0
365,20365.0,45049.62773418019,48000.0
366,20366.0,46761.37585247153,48000.0
367,20367.0,48870.73230671784,42000.0
368,20368.0,49162.48242230914,42000.0
369,20369.0,46995.83766768048,48000.0
370,20370.0,46923.57625077375,48000.0
371,20371.0,47999.91477465202,48000.0
372,20372.0,47294.775123543935,54000.0
373,20373.0,46564.5315202107,48000.0
374,20374.0,47677.13959725495,54000.0
375,20375.0,46768.30945016125,60000.0
376,20376.0,44406.72540068634,54000.0
377,20377.0,44767.11851904979,48000.0
378,20378.0,46633.171689914125,48000.0
379,20379.0,47900.42025436816,48000.0
380,20380.0,50721.268800020815,42000.0
381,20381.0,52882.315980769985,48000.0
382,20382.0,50268.37424073191,48000.0
383,20383.0,47838.47412041817,48000.0
384,20384.0,44779.508409737165,54000.0
385,20385.0,41885.609172295655,48000.0
386,20386.0,40433.3505569066,48000.0
387,20387.0,39908.27412267578,54000.0
388,20388.0,41252.84772670636,54000.0
389,20389.0,42055.73390289295,48000.0
390,20390.0,42116.47027938018,48000.0
391,20391.0,40885.78415259022,48000.0
392,20392.0,41420.60675689101,36000.0
393,20393.0,43300.65392781132,48000.0
394,20394.0,42553.69604551949,48000.0
395,20395.0,43065.72707715225,48000.0
396,20396.0,44752.324789113205,54000.0
397,20397.0,46279.64864834621,54000.0
398,20398.0,48235.717695334126,54000.0
399,20399.0,46761.93122894786,60000.0
400,20400.0,47716.63766584888,54000.0
401,20401.0,51386.81211624065,48000.0
402,20402.0,53797.84956459421,54000.0
403,20403.0,53203.24719118716,48000.0
404,20404.0,53379.48996195238,42000.0
405,20405.0,52832.56947091393,48000.0
406,20406.0,48663.472293030936,54000.0
407,20407.0,46488.780100990014,48000.0
408,20408.0,47270.170267853784,48000.0
409,20409.0,45635.538997793126,48000.0
410,20410.0,42669.879954346165,54000.0
411,20411.0,41077.911732557535,54000.0
412,20412.0,36229.781188301626,54000.0
413,20413.0,35762.60353777993,48000.0
414,20414.0,36702.472977238474,48000.0
415,20415.0,38226.63275534408,48000.0
416,20416.0,41495.74028134265,36000.0
417,20417.0,43978.8071091599,42000.0
418,20418.0,44683.76629333947,48000.0
419,20419.0,46761.93122894786,48000.0
420,20420.0,48968.42696411039,48000.0
421,20421.0,50054.64191788793,54000.0
422,20422.0,52193.48118778433,54000.0
423,20423.0,53527.42307541826,54000.0
424,20424.0,55448.611226225345,54000.0
425,20425.0,55304.13515311864,48000.0
426,20426.0,53036.531727614994,48000.0
427,20427.0,49971.61633756797,54000.0
428,20428.0,47073.45958162908,48000.0
429,20429.0,47288.465746425965,48000.0
430,20430.0,48998.019942766594,54000.0
431,20431.0,46973.73076365389,48000.0
432,20432.0,42526.83451289002,48000.0
433,20433.0,39082.455980420535,54000.0
434,20434.0,38455.28003311352,36000.0
435,20435.0,38844.617547657544,30000.0
436,20436.0,41171.42717496044,30000.0
437,20437.0,42727.475355989634,24000.0
438,20438.0,45142.34769617342,36000.0
439,20439.0,46761.93122894786,48000.0
440,20440.0,48538.41610047761,42000.0
441,20441.0,48868.24651494174,48000.0
442,20442.0,48869.30096216537,54000.0
443,20443.0,50149.41412757199,48000.0
444,20444.0,51726.82461641697,60000.0
445,20445.0,52662.13922310664,54000.0
446,20446.0,54295.687610995876,60000.0
447,20447.0,53260.20225393033,54000.0
448,20448.0,54063.071988170195,54000.0
449,20449.0,54057.687111411426,48000.0
450,20450.0,54522.43219252401,48000.0
451,20451.0,55309.47603949772,48000.0
452,20452.0,55094.951356620244,54000.0
453,20453.0,52041.39801824225,48000.0
454,20454.0,51059.86903418969,60000.0
455,20455.0,48511.10139117979,72000.0
456,20456.0,43269.263195557,54000.0
457,20457.0,41784.70989504675,54000.0
458,20458.0,42816.99497326184,42000.0
459,20459.0,46761.93122894786,30000.0
460,20460.0,49691.98782684831,30000.0
461,20461.0,50017.31888713249,42000.0
462,20462.0,50194.47205867694,36000.0
463,20463.0,48357.01552226392,48000.0
464,20464.0,48455.887848122366,42000.0
465,20465.0,48617.93612432871,42000.0
466,20466.0,46505.61472562268,54000.0
467,20467.0,43226.98731357547,54000.0
468,20468.0,39404.05417854569,48000.0
469,20469.0,36864.199475397654,54000.0
470,20470.0,35391.52285023921,54000.0
471,20471.0,35527.145045703364,36000.0
472,20472.0,36893.68926884758,24000.0
473,20473.0,38921.0840089273,24000.0
474,20474.0,40353.88129594446,24000.0
475,20475.0,40104.06217248845,36000.0
476,20476.0,42191.83467034599,36000.0
477,20477.0,46391.04982979385,48000.0
478,20478.0,48137.41000271233,48000.0
479,20479.0,48058.83901553218,54000.0
480,20480.0,47842.272257271434,48000.0
481,20481.0,49550.29962911981,54000.0
482,20482.0,51935.34966128362,60000.0
483,20483.0,53582.7616675195,54000.0
484,20484.0,55479.43308949184,48000.0
485,20485.0,58539.067398402476,42000.0
486,20486.0,58985.720100432416,48000.0
487,20487.0,58857.22406917317,42000.0
488,20488.0,59188.19154332405,48000.0
489,20489.0,57724.63437432419,48000.0
490,20490.0,54306.6126041191,48000.0
491,20491.0,53252.60442120051,54000.0
492,20492.0,51167.569978390544,48000.0
493,20493.0,50352.159126719496,54000.0
494,20494.0,51913.76499182599,60000.0
495,20495.0,54495.49408283973,54000.0
496,20496.0,53904.211269942825,48000.0
497,20497.0,50736.24659886271,48000.0
498,20498.0,49422.04785394658,48000.0
499,20499.0,48058.83901553218,42000.0
500,20500.0,46508.0015527083,48000.0
501,20501.0,46242.78131552202,48000.0
502,20502.0,44560.73389084409,48000.0
503,20503.0,43274.51434580473,48000.0
504,20504.0,41225.27832254699,48000.0
505,20505.0,38400.77002275003,42000.0
506,20506.0,36734.08999489472,42000.0
507,20507.0,37575.65297356817,42000.0
508,20508.0,35943.341519821704,42000.0
509,20509.0,36161.95152805873,42000.0
510,20510.0,38066.839589179326,48000.0
511,20511.0,35179.04909593782,42000.0
512,20512.0,31302.65334411965,48000.0
513,20513.0,32030.57641957308,36000.0
514,20514.0,34435.64159482566,36000.0
515,20515.0,36632.333707753016,36000.0
516,20516.0,40571.9704815929,42000.0
517,20517.0,43839.98366265521,42000.0
518,20518.0,46240.334535735834,36000.0
519,20519.0,48058.83901553218,30000.0
520,20520.0,49962.067809562206,36000.0
521,20521.0,52715.79810456511,48000.0
522,20522.0,55343.29077188107,48000.0
523,20523.0,57637.72635663626,60000.0
524,20524.0,58781.87973100011,60000.0
525,20525.0,57945.67030733011,66000.0
526,20526.0,56133.11409229586,66000.0
527,20527.0,55191.61638625687,66000.0
528,20528.0,52450.779094073056,60000.0
529,20529.0,51057.865093131404,60000.0
530,20530.0,51569.28885644104,42000.0
531,20531.0,51891.12120609797,30000.0
532,20532.0,49950.31621134375,36000.0
533,20533.0,48553.175744895416,48000.0
534,20534.0,44637.40346028941,48000.0
535,20535.0,42000.83657499479,54000.0
536,20536.0,42251.768539972065,54000.0
537,20537.0,42623.9196999996,48000.0
538,20538.0,44582.788842670605,60000.0
539,20539.0,48058.83901553218,48000.0
540,20540.0,50741.118917239335,54000.0
541,20541.0,53296.04253387207,54000.0
542,20542.0,55035.74991815082,48000.0
543,20543.0,56497.15611222653,48000.0
544,20544.0,57281.657661937556,48000.0
545,20545.0,55442.021716905154,48000.0
546,20546.0,52418.54236098959,48000.0
547,20547.0,52839.16183687949,54000.0
548,20548.0,50450.77699055449,54000.0
549,20549.0,47356.235077907426,60000.0
550,20550.0,45851.09042909054,60000.0
551,20551.0,44698.96841813619,54000.0
