,timestep,signal,consumption
0,20000.0,44712.835478605746,48000.0
1,20004.0,43920.673276279165,48000.0
2,20008.0,44327.7015015544,48000.0
3,20012.0,45754.89935011829,48000.0
4,20016.0,46344.036437042465,48000.0
5,20020.0,51004.2895106421,54000.0
6,20024.0,56633.914884936254,48000.0
7,20028.0,56051.132173737395,48000.0
8,20032.0,48789.44784161378,48000.0
9,20036.0,47785.222419216545,48000.0
10,20040.0,45315.933779611514,48000.0
11,20044.0,48594.78575022571,54000.0
12,20048.0,46776.71605046265,48000.0
13,20052.0,43167.30143938102,48000.0
14,20056.0,44845.50593729916,48000.0
15,20060.0,49101.016193697,48000.0
16,20064.0,56559.478447618894,48000.0
17,20068.0,56025.6956760767,60000.0
18,20072.0,46355.490573877825,48000.0
19,20076.0,45139.58455088218,48000.0
20,20080.0,47195.659614798555,48000.0
21,20084.0,46491.65078756796,48000.0
22,20088.0,43384.54302306204,48000.0
23,20092.0,37005.07779210077,30000.0
24,20096.0,44373.64998195204,48000.0
25,20100.0,48334.70493834051,48000.0
26,20104.0,50017.44953854694,48000.0
27,20108.0,48126.21884556489,42000.0
28,20112.0,52761.988497966115,60000.0
29,20116.0,47573.67913493864,48000.0
30,20120.0,48977.05565097938,48000.0
31,20124.0,49532.90773980793,54000.0
32,20128.0,48482.787962601324,54000.0
33,20132.0,53092.74696177231,48000.0
34,20136.0,47665.17036163161,48000.0
35,20140.0,51051.07682557404,54000.0
36,20144.0,51452.96416369405,48000.0
37,20148.0,43067.72890739518,48000.0
38,20152.0,35975.43269364951,18000.0
39,20156.0,44562.96307087824,42000.0
40,20160.0,49424.165753716195,48000.0
41,20164.0,48916.10410732961,48000.0
42,20168.0,51443.24317607463,54000.0
43,20172.0,50909.51308605056,60000.0
44,20176.0,45409.431170314405,48000.0
45,20180.0,51019.480178172824,42000.0
46,20184.0,53985.74722083135,60000.0
47,20188.0,55265.14796281144,48000.0
48,20192.0,53133.76238293727,54000.0
49,20196.0,54358.68891246839,60000.0
50,20200.0,42401.95357218211,36000.0
51,20204.0,40433.98981032173,30000.0
52,20208.0,44936.39013620045,36000.0
